//基本HPデータベース
//NV,SM,MG,AC,AL,MC,TF,KN,PR,WZ,BS,HT,AS,CR,MO,SA,RG,AM,BA,DC,SNV,TK,SG,SL,GS,NJ,MB,DE,DA,RK,WL,RA,AB,NC,GC,LG,SO,MI,WA,SR,GN,SC,ESNV,KG,OB,RB,SU,SJ,SP,DK,MT,SHC,AG,CD,WH,IG,BO,ABC,EM,IQ,TRB,TRV
435,2706,1411,2074,1731,1731,2074,5313,2874,2218,3354,3190,4002,4162,3474,2874,3190,3354,2714,2714,435,2230,3000,2874,3000,2874,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4059,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
440,2768,1440,2120,1768,1768,2120,5440,2940,2268,3432,3264,4096,4258,3553,2940,3264,3432,2778,2778,440,2250,3020,2890,3020,2940,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4152,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
445,2830,1470,2166,1806,1806,2166,5568,3007,2318,3511,3339,4191,4355,3634,3007,3339,3511,2843,2843,445,2300,3040,2907,3040,3007,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4245,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
450,2893,1500,2213,1844,1844,2213,5698,3074,2369,3591,3415,4287,4453,3715,3074,3415,3591,2908,2908,450,2350,3060,2924,3060,3074,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4340,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
455,2957,1530,2260,1883,1883,2260,5829,3142,2420,3672,3491,4384,4552,3798,3142,3491,3672,2974,2974,455,2400,3080,2942,3080,3142,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4436,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
460,3022,1561,2308,1922,1922,2308,5962,3211,2472,3754,3568,4483,4653,3881,3211,3568,3754,3041,3041,460,2450,3100,2971,3100,3211,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4533,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
465,3087,1592,2356,1961,1961,2356,6096,3281,2524,3836,3646,4583,4755,3965,3281,3646,3836,3109,3109,465,2500,3120,2991,3120,3281,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4631,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
470,3153,1623,2405,2001,2001,2405,6232,3351,2577,3919,3725,4684,4858,4049,3351,3725,3919,3177,3177,470,2550,3140,3011,3140,3351,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4730,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
475,3220,1654,2454,2041,2041,2454,6369,3422,2630,4003,3805,4786,4962,4135,3422,3805,4003,3246,3246,475,2600,3160,3032,3160,3422,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4830,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
480,3287,1686,2504,2082,2082,2504,6508,3494,2684,4088,3886,4889,5067,4221,3494,3886,4088,3316,3316,480,2650,3180,3054,3180,3494,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4931,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
485,3355,1718,2554,2123,2123,2554,6648,3567,2739,4174,3968,4993,5173,4309,3567,3968,4174,3387,3387,485,2700,3455,3567,3455,3567,-1,-1,-1,6717,2632,4000,3609,4214,5029,5029,3930,4000,4000,4214,3609,5029,-1,-1,-1,-1,5033,-1,-1,6717,4214,5029,2632,3609,4000,5029,3609,5029,3930,4214,4000,4000
490,3424,1750,2605,2164,2164,2605,6790,3640,2794,4261,4050,5098,5280,4397,3640,4050,4261,3458,3458,490,2750,3524,3590,3524,3640,-1,-1,-1,6863,2699,4085,3683,4303,5138,5138,3946,4085,4085,4303,3683,5138,-1,-1,-1,-1,5136,-1,-1,6863,4303,5138,2699,3683,4085,5138,3683,5138,3946,4303,4085,4085
495,3493,1783,2656,2206,2206,2656,6933,3714,2850,4349,4133,5204,5388,4487,3714,4133,4349,3530,3530,495,2800,3593,3614,3593,3714,-1,-1,-1,7009,2765,4170,3757,4392,5247,5247,3962,4170,4170,4392,3757,5247,-1,-1,-1,-1,5240,-1,-1,7009,4392,5247,2765,3757,4170,5247,3757,5247,3962,4392,4170,4170
500,3563,1816,2708,2248,2248,2708,7078,3789,2906,4438,4217,5311,5497,4577,3789,4217,4438,3603,3603,500,2850,3663,3649,3663,3789,-1,-1,-1,7155,2831,4255,3831,4481,5356,5356,3978,4255,4255,4481,3831,5356,-1,-1,-1,-1,5345,-1,-1,7155,4481,5356,2831,3831,4255,5356,3831,5356,3978,4481,4255,4255
505,3634,1849,2760,2291,2291,2760,7224,3865,2963,4528,4302,5419,5607,4669,3865,4302,4528,3677,3677,505,2900,3734,3675,3734,3865,-1,-1,-1,7301,2897,4340,3905,4570,5465,5465,3995,4340,4340,4570,3905,5465,-1,-1,-1,-1,5451,-1,-1,7301,4570,5465,2897,3905,4340,5465,3905,5465,3995,4570,4340,4340
510,3706,1883,2813,2334,2334,2813,7372,3941,3020,4619,4388,5529,5719,4761,3941,4388,4619,3751,3751,510,2950,3806,3701,3806,3941,-1,-1,-1,7447,2963,4425,3979,4659,5574,5574,4012,4425,4425,4659,3979,5574,-1,-1,-1,-1,5559,-1,-1,7447,4659,5574,2963,3979,4425,5574,3979,5574,4012,4659,4425,4425
515,3778,1917,2866,2377,2377,2866,7521,4018,3078,4710,4475,5640,5832,4854,4018,4475,4710,3826,3826,515,3000,3878,3728,3878,4018,-1,-1,-1,7593,3029,4510,4053,4748,5683,5683,4029,4510,4510,4748,4053,5683,-1,-1,-1,-1,5667,-1,-1,7593,4748,5683,3029,4053,4510,5683,4053,5683,4029,4748,4510,4510
520,3851,1951,2920,2421,2421,2920,7672,4096,3136,4802,4562,5752,5946,4947,4096,4562,4802,3902,3902,520,3050,3951,3756,3951,4096,-1,-1,-1,7739,3095,4595,4127,4837,5792,5792,4046,4595,4595,4837,4127,5792,-1,-1,-1,-1,5777,-1,-1,7739,4837,5792,3095,4127,4595,5792,4127,5792,4046,4837,4595,4595
525,3925,1985,2974,2465,2465,2974,7824,4175,3195,4895,4650,5865,6061,5042,4175,4650,4895,3979,3979,525,3100,4025,3800,4025,4175,-1,-1,-1,7885,3161,4680,4201,4926,5901,5901,4063,4680,4680,4926,4201,5901,-1,-1,-1,-1,5888,-1,-1,7885,4926,5901,3161,4201,4680,5901,4201,5901,4063,4926,4680,4680
530,3999,2020,3029,2510,2510,3029,7978,4254,3254,4989,4739,5979,6177,5137,4254,4739,4989,4056,4056,2530,3200,4500,4250,4500,4254,-1,-1,-1,8100,3200,4800,4300,5807,6050,6050,4080,4800,4800,5050,4730,6050,2530,4300,4300,5180,5999,4945,5375,8100,5807,6050,3200,4300,4800,6050,4730,6050,4080,5050,4800,4800
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8133,3313,4828,4333,5844,6093,6093,4103,4828,4828,5082,4766,6093,2580,4426,4426,5319,6120,5089,5416,8133,5844,6093,3313,4333,4828,6093,4766,6093,4103,5082,4828,4828
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8242,3383,4918,4412,5952,6208,6208,4180,4918,4918,5176,4853,6208,2630,4554,4554,5458,6240,5237,5515,8242,5952,6208,3383,4412,4918,6208,4853,6208,4180,5176,4918,4918
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8352,3455,5009,4491,6061,6324,6324,4257,5009,5009,5271,4940,6324,2680,4684,4684,5599,6360,5386,5613,8352,6061,6324,3455,4491,5009,6324,4940,6324,4257,5271,5009,5009
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8464,3528,5101,4570,6172,6441,6441,4335,5101,5101,5367,5027,6441,2730,4814,4814,5740,6480,5536,5712,8464,6172,6441,3528,4570,5101,6441,5027,6441,4335,5367,5101,5101
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8576,3601,5194,4649,6283,6559,6559,4414,5194,5194,5464,5113,6559,2780,4945,4945,5883,6600,5686,5811,8576,6283,6559,3601,4649,5194,6559,5113,6559,4414,5464,5194,5194
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8690,3675,5288,4728,6396,6678,6678,4494,5288,5288,5562,5200,6678,2830,5078,5078,6026,6735,5839,5910,8690,6396,6678,3675,4728,5288,6678,5200,6678,4494,5562,5288,5288
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8804,3749,5382,4807,6510,6798,6798,4574,5382,5382,5661,5287,6798,2880,5213,5213,6171,6870,5994,6008,8804,6510,6798,3749,4807,5382,6798,5287,6798,4574,5661,5382,5382
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8920,3824,5477,4886,6625,6920,6920,4655,5477,5477,5761,5374,6920,2930,5348,5348,6316,7005,6150,6107,8920,6625,6920,3824,4886,5477,6920,5374,6920,4655,5761,5477,5477
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9036,3899,5573,4965,6741,7043,7043,4737,5573,5573,5862,5461,7043,2980,5484,5484,6463,7140,6306,6206,9036,6741,7043,3899,4965,5573,7043,5461,7043,4737,5862,5573,5573
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9154,3975,5670,5044,6857,7167,7167,4819,5670,5670,5963,5548,7167,3030,5622,5622,6610,7275,6465,6305,9154,6857,7167,3975,5044,5670,7167,5548,7167,4819,5963,5670,5670
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9273,4051,5768,5123,6974,7292,7292,4902,5768,5768,6065,5635,7292,3080,5762,5762,6758,7425,6626,6403,9273,6974,7292,4051,5123,5768,7292,5635,7292,4902,6065,5768,5768
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9393,4129,5867,5202,7093,7418,7418,4986,5867,5867,6168,5722,7418,3130,5902,5902,6906,7575,6787,6502,9393,7093,7418,4129,5202,5867,7418,5722,7418,4986,6168,5867,5867
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9514,4208,5967,5281,7212,7545,7545,5071,5967,5967,6272,5809,7545,3180,6043,6043,7056,7725,6949,6601,9514,7212,7545,4208,5281,5967,7545,5809,7545,5071,6272,5967,5967
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9636,4287,6068,5360,7333,7673,7673,5157,6068,6068,6377,5896,7673,3230,6186,6186,7206,7875,7113,6700,9636,7333,7673,4287,5360,6068,7673,5896,7673,5157,6377,6068,6068
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9759,4367,6170,5439,7455,7802,7802,5244,6170,6170,6483,5982,7802,3280,6331,6331,7358,8025,7280,6798,9759,7455,7802,4367,5439,6170,7802,5982,7802,5244,6483,6170,6170
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9883,4447,6273,5518,7578,7932,7932,5332,6273,6273,6590,6069,7932,3330,6476,6476,7510,8190,7447,6897,9883,7578,7932,4447,5518,6273,7932,6069,7932,5332,6590,6273,6273
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10008,4528,6377,5597,7702,8063,8063,5420,6377,6377,6698,6156,8063,3380,6622,6622,7664,8355,7615,6996,10008,7702,8063,4528,5597,6377,8063,6156,8063,5420,6698,6377,6377
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10134,4609,6482,5676,7828,8196,8196,5509,6482,6482,6807,6243,8196,3430,6770,6770,7818,8520,7785,7095,10134,7828,8196,4609,5676,6482,8196,6243,8196,5509,6807,6482,6482
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10261,4691,6588,5755,7954,8330,8330,5599,6588,6588,6917,6330,8330,3480,6920,6920,7974,8685,7958,7193,10261,7954,8330,4691,5755,6588,8330,6330,8330,5599,6917,6588,6588
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10389,4773,6694,5834,8081,8465,8465,5689,6694,6694,7027,6417,8465,3530,7070,7070,8130,8850,8130,7292,10389,8081,8465,4773,5834,6694,8465,6417,8465,5689,7027,6694,6694
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10518,4857,6801,5913,8208,8601,8601,5780,6801,6801,7138,6504,8601,3580,7221,7221,8287,9030,8304,7391,10518,8208,8601,4857,5913,6801,8601,6504,8601,5780,7138,6801,6801
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10648,4941,6909,5992,8337,8738,8738,5872,6909,6909,7250,6591,8738,3630,7374,7374,8444,9210,8480,7490,10648,8337,8738,4941,5992,6909,8738,6591,8738,5872,7250,6909,6909
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10779,5026,7018,6071,8467,8876,8876,5965,7018,7018,7363,6678,8876,3680,7529,7529,8603,9390,8658,7588,10779,8467,8876,5026,6071,7018,8876,6678,8876,5965,7363,7018,7018
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10912,5112,7128,6150,8598,9015,9015,6058,7128,7128,7477,6765,9015,3730,7684,7684,8762,9570,8836,7687,10912,8598,9015,5112,6150,7128,9015,6765,9015,6058,7477,7128,7128
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11045,5198,7239,6229,8730,9155,9155,6153,7239,7239,7592,6851,9155,3780,7840,7840,8923,9750,9016,7786,11045,8730,9155,5198,6229,7239,9155,6851,9155,6153,7592,7239,7239
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11180,5285,7351,6308,8864,9296,9296,6248,7351,7351,7708,6938,9296,3830,7998,7998,9084,9945,9197,7885,11180,8864,9296,5285,6308,7351,9296,6938,9296,6248,7708,7351,7351
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11315,5372,7464,6387,8998,9438,9438,6344,7464,7464,7825,7025,9438,3880,8158,8158,9247,10140,9381,7983,11315,8998,9438,5372,6387,7464,9438,7025,9438,6344,7825,7464,7464
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11452,5460,7578,6466,9134,9582,9582,6441,7578,7578,7943,7112,9582,3930,8318,8318,9410,10335,9565,8082,11452,9134,9582,5460,6466,7578,9582,7112,9582,6441,7943,7578,7578
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11589,5548,7693,6545,9271,9727,9727,6539,7693,7693,8062,7199,9727,3980,8479,8479,9575,10530,9750,8181,11589,9271,9727,5548,6545,7693,9727,7199,9727,6539,8062,7693,7693
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11728,5638,7809,6624,9408,9873,9873,6637,7809,7809,8181,7286,9873,4030,8642,8642,9740,10725,9938,8280,11728,9408,9873,5638,6624,7809,9873,7286,9873,6637,8181,7809,7809
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11868,5728,7926,6703,9546,10020,10020,6737,7926,7926,8301,7373,10020,4080,8807,8807,9906,10935,10128,8378,11868,9546,10020,5728,6703,7926,10020,7373,10020,6737,8301,7926,7926
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12009,5819,8044,6782,9685,10168,10168,6837,8044,8044,8422,7460,10168,4130,8972,8972,10072,11145,10317,8477,12009,9685,10168,5819,6782,8044,10168,7460,10168,6837,8422,8044,8044
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12151,5911,8162,6861,9825,10317,10317,6937,8162,8162,8544,7547,10317,4180,9138,9138,10240,11355,10508,8576,12151,9825,10317,5911,6861,8162,10317,7547,10317,6937,8544,8162,8162
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12294,6003,8281,6940,9967,10467,10467,7038,8281,8281,8667,7634,10467,4230,9306,9306,10408,11565,10701,8675,12294,9967,10467,6003,6940,8281,10467,7634,10467,7038,8667,8281,8281
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12438,6096,8401,7019,10109,10618,10618,7140,8401,8401,8791,7720,10618,4280,9476,9476,10578,11775,10897,8773,12438,10109,10618,6096,7019,8401,10618,7720,10618,7140,8791,8401,8401
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12583,6189,8522,7098,10253,10770,10770,7243,8522,8522,8916,7807,10770,4330,9646,9646,10748,12000,11092,8872,12583,10253,10770,6189,7098,8522,10770,7807,10770,7243,8916,8522,8522
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12729,6283,8644,7177,10398,10923,10923,7347,8644,8644,9042,7894,10923,4380,9817,9817,10920,12225,11289,8971,12729,10398,10923,6283,7177,8644,10923,7894,10923,7347,9042,8644,8644
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12876,6377,8767,7256,10544,11078,11078,7451,8767,8767,9169,7981,11078,4430,9990,9990,11092,12450,11488,9070,12876,10544,11078,6377,7256,8767,11078,7981,11078,7451,9169,8767,8767
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13024,6473,8891,7335,10691,11234,11234,7557,8891,8891,9297,8068,11234,4480,10165,10165,11266,12675,11689,9168,13024,10691,11234,6473,7335,8891,11234,8068,11234,7557,9297,8891,8891
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13173,6569,9016,7414,10838,11391,11391,7663,9016,9016,9425,8155,11391,4530,10340,10340,11440,12900,11891,9267,13173,10838,11391,6569,7414,9016,11391,8155,11391,7663,9425,9016,9016
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13323,6666,9142,7493,10987,11549,11549,7770,9142,9142,9554,8242,11549,4580,10516,10516,11615,13140,12093,9366,13323,10987,11549,6666,7493,9142,11549,8242,11549,7770,9554,9142,9142
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13474,6763,9269,7572,11136,11708,11708,7878,9269,9269,9684,8329,11708,4630,10694,10694,11790,13380,12298,9465,13474,11136,11708,6763,7572,9269,11708,8329,11708,7878,9684,9269,9269
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13626,6861,9397,7651,11287,11868,11868,7987,9397,9397,9815,8416,11868,4680,10874,10874,11967,13620,12505,9563,13626,11287,11868,6861,7651,9397,11868,8416,11868,7987,9815,9397,9397
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13780,6960,9526,7730,11439,12029,12029,8097,9526,9526,9947,8503,12029,4730,11054,11054,12144,13860,12712,9662,13780,11439,12029,6960,7730,9526,12029,8503,12029,8097,9947,9526,9526
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13934,7059,9656,7809,11592,12191,12191,8207,9656,9656,10080,8589,12191,4780,11235,11235,12323,14100,12920,9761,13934,11592,12191,7059,7809,9656,12191,8589,12191,8207,10080,9656,9656
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14090,7159,9786,7888,11746,12354,12354,8318,9786,9786,10214,8676,12354,4830,11418,11418,12502,14355,13130,9860,14090,11746,12354,7159,7888,9786,12354,8676,12354,8318,10214,9786,9786
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14246,7259,9917,7967,11901,12518,12518,8429,9917,9917,10349,8763,12518,4880,11603,11603,12683,14610,13343,9958,14246,11901,12518,7259,7967,9917,12518,8763,12518,8429,10349,9917,9917
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14404,7361,10049,8046,12057,12684,12684,8541,10049,10049,10485,8850,12684,4930,11788,11788,12864,14865,13556,10057,14404,12057,12684,7361,8046,10049,12684,8850,12684,8541,10485,10049,10049
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14562,7463,10182,8125,12215,12851,12851,8654,10182,10182,10622,8937,12851,4980,11974,11974,13047,15120,13556,10156,14562,12215,12851,7463,8125,10182,12851,8937,12851,8654,10622,10182,10182
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14722,7566,10316,8204,12372,13019,13019,8768,10316,10316,10759,9024,13019,5030,12162,12162,13230,15375,13986,10255,14722,12372,13019,7566,8204,10316,13019,9024,13019,8768,10759,10316,10316
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14883,7669,10451,8283,12531,13188,13188,8883,10451,10451,10897,9111,13188,5080,12352,12352,13414,15645,14204,10353,14883,12531,13188,7669,8283,10451,13188,9111,13188,8883,10897,10451,10451
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15042,7771,10585,8362,12688,13351,13355,8994,10584,10584,11033,9198,13300,5130,12542,12542,13598,15915,14423,10452,15042,12688,13351,7771,8362,10585,13355,9198,13300,8994,11033,10584,10584
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15100,7874,10719,8441,12845,13518,13522,9107,10717,10717,11170,9285,13420,5180,12733,12733,13784,16185,14423,10551,15100,12845,13518,7874,8441,10719,13522,9285,13420,9107,11170,10717,10717
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15260,7976,10853,8520,13003,13684,13690,9220,10851,10851,11307,9372,13500,5230,12926,12926,13970,16455,14864,10650,15260,13003,13684,7976,8520,10853,13690,9372,13500,9220,11307,10851,10851
