//mob_db.txt＠Auriga 2015/12/28 03:42:52 (JST) http://www25.atpages.jp/honeyberry/
//ID,Name,JName,LV,HP,SP,EXP,JEXP,Range1,ATK,MATK,DEF,MDEF,STR,AGI,VIT,INT,DEX,LUK,Range2,Range3,Scale,Race,Element,Mode,Speed,ADelay,aMotion,dMotion,Drop1id,Drop1per,Drop2id,Drop2per,Drop3id,Drop3per,Drop4id,Drop4per,Drop5id,Drop5per,Drop6id,Drop6per,Drop7id,Drop7per,Drop8id,Drop8per,Drop9id,Drop9per,DropCardid,DropCardper,MEXP,ExpPer,MVP1id,MVP1per,MVP2id,MVP2per,MVP3id,MVP3per
1409,RICE_CAKE_BOY,団子童子,27,1598,0,281,198,1,80,22,96,12,50,43,29,5,43,10,10,12,0,7,20,145,160,647,768,420,7150,3200,7151,2500,2262,1,7192,5000,553,1000,7187,3000,512,0,512,0,512,0,4154,1,0,0,0,0,0,0,0,0
1410,LIVE_PEACH_TREE,人面桃樹,50,4446,0,664,332,7,432,72,109,40,76,52,55,40,77,50,10,12,1,3,42,1156,410,400,672,480,7164,4365,512,0,526,1000,604,400,532,100,603,5,7939,100,522,500,512,0,4217,1,0,0,0,0,0,0,0,0
//1411,PEACH_TREE_BULLET,人面桃樹の弾,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,512,0,0,0,0,0,0,0,0,0,0,0
1412,EVIL_CLOUD_HERMIT,天邪仙人,56,8392,0,919,307,10,373,30,66,46,63,57,45,60,99,45,10,12,2,0,40,1157,190,480,840,432,7162,4656,548,5600,550,4500,553,6800,1908,2,757,150,693,100,512,0,512,0,4262,1,0,0,0,0,0,0,0,0
1413,WILD_GINSENG,老人参,71,9900,0,3193,5487,1,695,71,56,62,76,51,60,60,76,50,10,12,0,3,43,145,140,512,756,360,709,10,521,3500,1033,3800,1032,4800,6217,800,1951,1,578,1000,512,0,512,0,4232,1,0,0,0,0,0,0,0,0
//1414,GINSENG_BULLET,老人参の弾,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,512,0,0,0,0,0,0,0,0,0,0,0
1415,BABY_LEOPARD,コウ,32,2590,0,437,282,2,101,52,77,5,46,36,20,4,55,10,10,12,0,2,28,5765,150,318,528,420,7171,5200,7172,3200,756,150,517,2000,1214,100,537,500,512,0,512,0,512,0,4233,1,0,0,0,0,0,0,0,0
1416,WICKED_NYMPH,天仙娘々,73,10739,0,3485,4915,2,845,128,46,45,84,46,45,70,77,60,10,12,1,6,67,1941,200,637,1008,360,7165,3977,7166,1380,984,10,1904,4,1906,1,12002,100,1918,10,512,0,512,0,4258,1,0,0,0,0,0,0,0,0
1417,ZIPPER_BEAR,チャッキー,51,5901,0,674,215,1,121,57,30,40,68,51,50,35,58,20,10,12,1,2,27,145,155,780,1008,420,7161,4462,7167,3500,526,400,518,900,512,90,512,0,512,0,512,0,512,0,4281,1,0,0,0,0,0,0,0,0
1418,DARK_SNAKE_LORD,黒蛇王,108,1954993,0,10862,101820,3,3717,1986,314,185,122,172,107,135,235,88,10,12,2,2,68,1973,200,588,816,420,7169,5820,10020,5100,1471,80,5012,80,1474,500,7226,900,661,2000,512,0,512,0,4330,1,10861,10000,12590,5500,608,3500,985,5500
1419,G_FARMILIAR,ファミリアー,9,333,0,0,0,1,9,9,26,5,15,12,8,5,28,0,10,12,0,2,27,5765,150,1276,576,384,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,0,0,0,0,0,0,0,0,0,0
1420,G_ARCHER_SKELETON,アーチャースケルトン,36,3648,0,0,0,9,104,23,47,10,1,8,14,5,90,5,10,12,1,1,29,5765,300,2864,864,576,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,0,0,0,0,0,0,0,0,0,0
1421,G_ISIS,イシス,57,8403,0,0,0,1,475,37,83,5,38,65,43,30,72,15,10,12,2,6,27,5781,200,1384,768,336,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,0,0,0,0,0,0,0,0,0,0
1422,G_HUNTER_FLY,ハンターフライ,43,4493,0,0,0,1,344,20,46,20,33,105,32,15,72,30,10,12,0,4,44,5765,150,676,576,480,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,0,0,0,0,0,0,0,0,0,0
1423,G_GHOUL,グール,52,7644,0,0,0,1,257,29,78,5,1,20,29,0,33,20,10,12,1,1,49,5765,250,2456,912,504,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,0,0,0,0,0,0,0,0,0,0
1424,G_SIDE_WINDER,サイドワインダー,102,92240,0,0,0,1,984,30,101,12,38,43,40,15,115,20,10,12,1,2,25,5781,200,1576,576,576,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,0,0,0,0,0,0,0,0,0,0
1425,G_OBEAUNE,オボンヌ,61,6387,0,0,0,1,299,45,48,26,1,31,31,55,74,85,10,12,1,5,41,5781,200,1872,672,288,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,0,0,0,0,0,0,0,0,0,0
1426,G_MARC,マルク,80,16914,0,0,0,1,586,25,55,24,1,36,36,20,56,30,10,12,1,5,41,5765,150,1272,72,480,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,0,0,0,0,0,0,0,0,0,0
1427,G_NIGHTMARE,ナイトメア,55,4803,0,0,0,1,269,62,116,15,57,74,25,15,64,10,10,12,2,6,68,5781,150,1816,816,432,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,0,0,0,0,0,0,0,0,0,0
1428,G_POISON_SPORE,ポイズンスポア,19,970,0,0,0,1,30,15,40,8,1,19,25,0,24,0,10,12,1,3,25,5765,200,1672,672,288,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,0,0,0,0,0,0,0,0,0,0
1429,G_ARGIOPE,アルギオペ,46,4756,0,0,0,1,172,50,138,2,1,41,31,10,56,30,10,12,2,4,25,5781,300,1792,792,336,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,0,0,0,0,0,0,0,0,0,0
1430,G_ARGOS,アルゴス,43,3957,0,0,0,1,65,33,58,8,1,25,25,5,32,15,10,12,2,4,25,5781,300,1468,468,768,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,0,0,0,0,0,0,0,0,0,0
1431,G_BAPHOMET_,バフォメット.Jr,68,17352,0,0,0,1,2254,33,70,25,52,75,55,1,93,45,10,12,0,6,27,5781,100,868,480,120,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,0,0,0,0,0,0,0,0,0,0
1432,G_DESERT_WOLF,デザートウルフ,42,3471,0,0,0,1,77,59,114,47,56,27,45,15,56,10,10,12,1,2,23,5773,200,1120,420,288,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,0,0,0,0,0,0,0,0,0,0
1433,G_DEVIRUCHI,デビルチ,86,15998,0,0,0,1,559,182,72,16,61,69,40,55,87,30,10,12,0,6,27,5781,150,980,600,384,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,0,0,0,0,0,0,0,0,0,0
1434,G_DRAINLIAR,ドレインリアー,24,996,0,0,0,1,54,42,50,15,1,36,24,0,78,0,10,12,0,2,47,5781,250,1276,576,384,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,0,0,0,0,0,0,0,0,0,0
1435,G_EVIL_DRUID,イビルドルイド,98,140148,0,0,0,1,880,68,88,85,1,29,58,80,68,30,10,12,2,1,89,5781,300,2276,576,336,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,0,0,0,0,0,0,0,0,0,0
1436,G_JAKK,ジャック,56,11111,0,0,0,1,228,37,90,25,1,38,38,43,75,45,10,12,1,0,43,5781,200,1180,480,648,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,0,0,0,0,0,0,0,0,0,0
1437,G_JOKER,ジョーカー,92,10671,0,0,0,1,688,60,64,76,1,143,47,75,98,175,10,12,2,7,84,5781,100,1364,864,432,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,0,0,0,0,0,0,0,0,0,0
1438,G_KHALITZBURG,カーリッツバーグ,118,36522,0,0,0,1,1235,96,125,10,121,65,48,5,73,40,10,12,2,1,29,5781,350,528,1000,396,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,0,0,0,0,0,0,0,0,0,0
1439,G_HIGH_ORC,ハイオーク,72,15906,0,0,0,1,457,50,101,45,75,46,55,35,82,40,10,12,2,7,43,5781,150,1500,500,1000,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,0,0,0,0,0,0,0,0,0,0
1440,G_STEM_WORM,ステムワーム,135,235259,0,0,0,1,3169,41,73,50,1,30,26,15,79,35,10,12,1,3,24,5781,200,1500,500,1000,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,0,0,0,0,0,0,0,0,0,0
1441,G_PENOMENA,ペノメナ,100,21219,0,0,0,7,1215,41,85,32,1,5,35,15,136,30,10,12,1,5,25,5781,400,832,500,600,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,0,0,0,0,0,0,0,0,0,0
1442,G_SASQUATCH,サスカッチ,30,2711,0,0,0,1,112,30,101,28,75,25,60,10,34,20,10,12,2,2,60,5781,300,1260,192,192,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,0,0,0,0,0,0,0,0,0,0
1443,G_CRUISER,クルーザー,78,14417,0,0,0,7,1108,20,20,18,17,40,10,10,90,25,10,12,1,0,60,5781,400,1296,1296,432,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,0,0,0,0,0,0,0,0,0,0
1444,G_CHEPET,チェペット,42,4243,0,0,0,1,123,33,55,25,1,72,35,71,65,85,10,12,1,7,23,5781,400,672,672,288,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,0,0,0,0,0,0,0,0,0,0
1445,G_RAGGLER,レグルロ,58,5874,0,0,0,1,405,39,56,10,18,10,32,20,39,35,10,12,0,2,24,5781,200,1000,900,384,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,0,0,0,0,0,0,0,0,0,0
1446,G_INJUSTICE,インジャスティス,61,16514,0,0,0,1,576,116,76,12,84,42,39,0,71,35,10,12,1,6,47,5781,400,770,720,336,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,0,0,0,0,0,0,0,0,0,0
1447,G_GRYPHON,グリフォン,78,17800,0,0,0,1,891,103,113,72,68,95,78,65,115,75,10,12,2,2,84,5813,100,704,504,432,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,0,0,0,0,0,0,0,0,0,0
1448,G_DARK_FRAME,ダークフレーム,57,6429,0,0,0,1,420,30,67,27,1,72,42,45,85,25,10,12,1,6,67,5781,200,920,720,200,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,0,0,0,0,0,0,0,0,0,0
1449,G_MUTANT_DRAGON,ミュータントドラゴン,75,62600,0,0,0,4,626,534,130,20,75,47,30,68,45,35,10,12,2,9,43,5813,250,1280,1080,240,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,0,0,0,0,0,0,0,0,0,0
1450,G_WIND_GHOST,ウィンドゴースト,101,104131,0,0,0,2,1273,395,64,51,1,89,15,90,85,25,10,12,1,6,64,5781,150,1056,1056,336,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,0,0,0,0,0,0,0,0,0,0
1451,G_MERMAN,半漁人,63,12591,0,0,0,1,429,32,62,8,72,45,46,15,85,55,10,12,1,7,61,5781,220,916,816,336,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,0,0,0,0,0,0,0,0,0,0
1452,G_ORC_LADY,オークレディ,31,2714,0,0,0,1,100,33,83,17,35,42,25,15,69,55,10,12,1,7,42,5781,200,1050,900,288,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,0,0,0,0,0,0,0,0,0,0
1453,G_RAYDRIC_ARCHER,レイドリックアーチャー,58,4500,0,0,0,9,523,18,63,10,15,25,22,5,145,35,10,12,1,6,47,5765,200,1152,1152,480,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,0,0,0,0,0,0,0,0,0,0
1454,G_TRI_JOINT,三葉蟲,108,151971,0,0,0,1,705,28,22,5,1,48,24,10,67,20,10,12,0,4,22,5781,200,860,660,624,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,0,0,0,0,0,0,0,0,0,0
1455,G_KOBOLD_ARCHER,コボルドアーチャー,40,1194,0,0,0,9,191,33,84,5,10,20,15,30,100,25,10,12,0,7,23,5765,200,1008,1008,384,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,0,0,0,0,0,0,0,0,0,0
1456,G_CHIMERA,キメラ,78,32600,0,0,0,1,955,148,159,10,1,72,110,88,75,85,10,12,2,2,63,5813,200,772,672,360,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,0,0,0,0,0,0,0,0,0,0
1457,G_MANTIS,マンティス,44,4019,0,0,0,1,72,31,90,0,1,26,24,5,45,15,10,12,1,4,22,5781,200,1528,660,432,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,0,0,0,0,0,0,0,0,0,0
1458,G_MARDUK,マルドゥーク,85,13611,0,0,0,1,710,112,66,43,66,40,20,79,78,20,10,12,2,7,23,5781,300,1540,840,504,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,0,0,0,0,0,0,0,0,0,0
1459,G_MARIONETTE,マリオネット,56,5761,0,0,0,1,194,190,35,24,1,62,36,44,69,45,10,12,0,6,68,5781,300,1480,480,1056,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,0,0,0,0,0,0,0,0,0,0
1460,G_MATYR,マーター,52,6216,0,0,0,1,598,26,63,5,1,47,38,5,64,5,10,12,1,2,27,5781,150,432,432,360,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,0,0,0,0,0,0,0,0,0,0
1461,G_MINOROUS,ミノタウロス,72,12738,0,0,0,1,529,36,100,10,65,42,61,66,52,25,10,12,2,2,43,5781,200,1360,960,432,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,0,0,0,0,0,0,0,0,0,0
1462,G_ORC_SKELETON,オークスケルトン,41,2952,0,0,0,1,122,25,32,40,1,14,18,0,30,15,10,12,1,1,29,5765,200,2420,720,648,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,0,0,0,0,0,0,0,0,0,0
1463,G_ORC_ZOMBIE,オークゾンビ,39,1944,0,0,0,1,159,15,21,45,1,12,24,0,24,5,10,12,1,1,29,5765,400,2852,1152,840,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,0,0,0,0,0,0,0,0,0,0
1464,G_PASANA,パサナ,91,17104,0,0,0,1,721,40,93,35,76,73,50,61,69,43,10,12,1,7,43,5781,165,976,576,288,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,0,0,0,0,0,0,0,0,0,0
1465,G_PETIT,グラウンドプティット,64,8681,0,0,0,1,524,213,99,49,1,44,62,55,79,60,10,12,1,9,22,5781,200,1624,620,384,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,0,0,0,0,0,0,0,0,0,0
1466,G_PETIT_,スカイプティット,64,8747,0,0,0,1,560,177,86,42,1,113,45,55,73,80,10,12,1,9,24,5781,150,1420,1080,528,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,0,0,0,0,0,0,0,0,0,0
1467,G_RAYDRIC,レイドリック,78,9335,0,0,0,1,453,96,49,15,58,47,42,5,69,26,10,12,2,7,47,5781,150,824,780,420,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,0,0,0,0,0,0,0,0,0,0
1468,G_REQUIEM,レクイエム,71,12647,0,0,0,1,553,48,88,20,1,53,35,5,57,2,10,12,1,7,27,5765,400,1516,816,432,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,0,0,0,0,0,0,0,0,0,0
1469,G_SKEL_WORKER,スケルワーカー,33,2461,0,0,0,1,227,12,45,5,1,15,30,5,42,10,10,12,1,1,29,5765,400,2420,720,384,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,0,0,0,0,0,0,0,0,0,0
1470,G_ZEROM,ゼロム,32,1750,0,0,0,1,63,38,93,15,1,23,23,5,42,0,10,12,1,7,23,5765,200,1780,1080,432,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,0,0,0,0,0,0,0,0,0,0
1471,G_NINE_TAIL,九尾狐,98,27556,0,0,0,1,517,50,95,100,61,80,46,1,89,85,10,12,1,2,63,5781,150,840,540,480,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,0,0,0,0,0,0,0,0,0,0
1472,G_BON_GUN,ボンゴン,62,6034,0,0,0,1,132,29,88,5,45,15,36,10,48,15,10,12,1,1,29,5781,200,1720,500,420,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,0,0,0,0,0,0,0,0,0,0
1473,G_ORC_ARCHER,オークアーチャー,37,3377,0,0,0,9,478,43,67,31,55,44,25,20,125,20,10,12,1,7,22,5781,300,1960,620,480,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,0,0,0,0,0,0,0,0,0,0
1474,G_MIMIC,ミミック,51,5246,0,0,0,1,309,22,63,15,49,121,1,60,75,110,10,12,1,0,60,5781,100,972,500,288,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,0,0,0,0,0,0,0,0,0,0
1475,G_WRAITH,レイス,53,8927,0,0,0,1,477,61,80,10,1,95,30,65,95,35,10,12,2,1,89,5781,300,1816,576,240,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,0,0,0,0,0,0,0,0,0,0
1476,G_ALARM,アラーム,60,9126,0,0,0,1,638,48,152,53,1,62,72,10,85,45,10,12,1,0,60,5781,300,1020,500,768,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,0,0,0,0,0,0,0,0,0,0
1477,G_ARCLOUSE,アクラウス,139,635207,0,0,0,1,1216,40,51,36,60,75,5,5,75,50,10,12,0,4,42,5781,100,960,500,480,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,0,0,0,0,0,0,0,0,0,0
1478,G_RIDEWORD,ライドワード,59,9975,0,0,0,1,315,22,61,38,48,75,10,20,120,45,10,12,0,0,60,5781,150,864,500,192,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,0,0,0,0,0,0,0,0,0,0
1479,G_SKEL_PRISONER,スケルプリズナー,72,14449,0,0,0,1,594,55,95,7,55,20,36,0,76,25,10,12,1,1,69,5773,350,1848,500,576,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,0,0,0,0,0,0,0,0,0,0
1480,G_ZOMBIE_PRISONER,ゾンビプリズナー,73,15669,0,0,0,1,528,60,89,8,1,24,39,0,72,25,10,12,1,1,69,5773,350,1768,500,192,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,0,0,0,0,0,0,0,0,0,0
1481,G_PUNK,パンク,43,3103,0,0,0,1,178,54,68,55,1,105,5,45,65,20,10,12,0,3,24,5781,300,1500,500,1000,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,0,0,0,0,0,0,0,0,0,0
1482,G_ZHERLTHSH,ジルタス,70,25686,0,0,0,1,528,180,91,99,70,85,40,30,125,60,10,12,1,7,60,5773,200,800,792,384,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,0,0,0,0,0,0,0,0,0,0
1483,G_RYBIO,リビオ,71,11204,0,0,0,1,880,76,109,11,1,97,75,74,77,90,10,12,2,6,40,5781,200,1790,1440,540,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,0,0,0,0,0,0,0,0,0,0
1484,G_PHENDARK,フェンダーク,73,19481,0,0,0,2,878,75,307,50,1,62,120,65,76,66,10,12,2,7,40,5781,175,1744,1344,600,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,0,0,0,0,0,0,0,0,0,0
1485,G_MYSTELTAINN,ミステルテイン,89,100050,0,0,0,2,973,567,73,61,77,139,80,35,159,65,10,12,2,0,87,5813,250,1152,500,240,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,0,0,0,0,0,0,0,0,0,0
1486,G_TIRFING,オーガトゥース,89,89700,0,0,0,2,1139,411,87,69,58,87,55,35,132,65,10,12,1,0,67,5813,100,816,500,240,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,0,0,0,0,0,0,0,0,0,0
1487,G_EXECUTIONER,エクスキューショナー,89,86940,0,0,0,2,1061,359,97,188,64,85,40,25,88,60,10,12,2,0,47,5813,200,768,500,384,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,0,0,0,0,0,0,0,0,0,0
1488,G_ANOLIAN,アノリアン,123,416251,0,0,0,1,1016,110,61,11,1,43,58,25,97,65,10,12,1,5,41,5781,190,900,500,864,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,0,0,0,0,0,0,0,0,0,0
1489,G_STING,スティング,51,7142,0,0,0,1,443,67,36,0,57,45,55,5,120,85,10,12,1,0,62,5781,300,528,500,240,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,0,0,0,0,0,0,0,0,0,0
1490,G_WANDER_MAN,彷徨う者,135,42003,0,0,0,2,2542,105,64,5,118,192,38,45,127,85,10,12,1,6,24,5781,100,672,500,192,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,0,0,0,0,0,0,0,0,0,0
1491,G_DOKEBI,ドケビ,58,4622,0,0,0,1,122,30,85,20,52,50,40,35,69,40,10,12,0,6,27,5781,250,1156,456,384,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,512,0,0,0,0,0,0,0,0,0,0,0
1492,INCANTATION_SAMURAI,怨霊武士,100,1818652,0,98399,91136,3,3196,936,296,140,145,161,88,66,186,60,10,12,2,7,67,1973,135,874,1344,576,1165,2,985,3500,5096,500,607,4500,999,6305,13303,7500,1235,80,512,0,512,0,4263,1,98398,10000,607,5500,12590,3500,985,5500
1493,DRYAD,ドリアード,36,2535,0,275,96,3,178,35,153,8,54,14,40,35,67,10,10,12,1,3,82,5765,170,950,2520,576,7197,5335,7198,1000,7188,3000,6265,500,1964,1,7939,100,7100,3000,512,0,512,0,4177,1,0,0,0,0,0,0,0,0
1494,KIND_OF_BEETLE,ビートル,34,1606,0,206,91,1,117,52,79,8,53,47,10,0,45,0,10,12,0,4,22,645,165,1247,768,576,7190,6500,7202,4500,928,1000,955,500,2102,1,512,0,512,0,512,0,512,0,4307,1,0,0,0,0,0,0,0,0
1495,STONE_SHOOTER,フレイムシューター,90,18517,0,3040,1520,10,1056,53,88,15,55,55,36,15,77,15,10,12,1,3,63,5764,175,2413,1248,768,7203,5000,7201,5000,7188,1000,1019,2000,756,100,7049,1000,512,0,512,0,512,0,4225,1,0,0,0,0,0,0,0,0
//1496,STONE_SHOOTER_BULLET,フレイムシューターの弾,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,512,0,0,0,0,0,0,0,0,0,0,0
1497,WOODEN_GOLEM,ウドゥンゴーレム,40,6886,0,1256,6,1,473,42,172,26,69,30,45,5,49,5,10,12,2,3,82,5765,165,1543,1632,480,7189,4000,7188,4000,757,110,2270,10,604,100,7201,5000,7936,300,512,0,512,0,4259,1,0,0,0,0,0,0,0,0
1498,WOOTAN_SHOOTER,ウータンシューター,82,13409,0,1383,857,10,696,35,91,21,32,23,38,20,69,10,10,12,1,7,42,5765,200,857,1056,576,7195,4500,7200,3500,513,1000,7049,1000,512,100,7182,100,5116,10,512,0,512,0,4260,1,0,0,0,0,0,0,0,0
1499,WOOTAN_FIGHTER,ウータンファイター,82,13820,0,1425,716,1,708,36,103,8,63,14,36,5,56,15,10,12,1,7,43,5765,200,912,1344,480,517,4500,7196,4000,1801,3,1812,1,7939,100,7198,1000,5116,5,512,0,512,0,4261,1,0,0,0,0,0,0,0,0
1500,PARASITE,フェアリーフ,40,1793,0,300,150,8,384,45,63,30,55,78,33,50,88,40,10,12,1,3,44,132,400,864,864,672,7193,5500,7194,2000,7186,3880,7198,500,1957,1,1969,1,6265,800,512,0,512,0,4309,1,0,0,0,0,0,0,0,0
//1501,PARASITE_BULLET,フェアリーフの弾,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,512,0,0,0,0,0,0,0,0,0,0,0
1502,PORING_V,オーラポリン,99,114000000,0,130875,41842,1,6500,5000,0,10,100,100,65,100,306,255,10,12,1,3,25,5813,160,1672,672,480,5035,10000,2344,2500,2346,2500,2350,2500,2348,2500,2655,4000,7126,10000,2110,4500,512,0,0,0,43625,10000,10020,1000,4005,100,2286,0
1503,GIBBET,ジビット,112,205864,0,49549,20574,1,1887,85,116,45,103,56,62,55,61,37,10,12,2,6,27,5765,180,917,1584,576,7212,1800,7218,5335,7222,4074,724,300,716,100,604,10,7939,100,512,0,512,0,4278,1,0,0,0,0,0,0,0,0
1504,DULLAHAN,デュラハン,65,10660,0,6538,3105,2,743,75,111,38,121,29,51,43,87,3,10,12,1,1,49,5765,155,847,1152,480,7209,3200,7210,4850,2614,1,2505,13,2506,1,15039,2,512,0,512,0,512,0,4176,1,0,0,0,0,0,0,0,0
1505,LOLI_RURI,ロリルリ,123,220117,0,51914,31894,2,2375,3300,53,44,111,50,47,79,79,79,10,12,2,6,87,5765,125,747,1632,576,7206,800,7219,3000,7214,5044,15038,1,7019,1,2718,5,6246,300,512,0,512,0,4191,1,0,0,0,0,0,0,0,0
1506,DISGUISE,ディスガイズ,110,126465,0,35013,16128,2,1892,82,85,58,92,53,57,75,67,45,10,12,1,6,82,5765,147,516,768,384,7216,4850,7221,3686,6247,100,518,100,2508,50,2504,2,2529,5,512,0,512,0,4181,1,0,0,0,0,0,0,0,0
1507,BLOODY_MURDERER,ブラッディマーダー,122,173589,0,42218,29239,2,1441,98,84,41,120,65,66,41,89,26,10,12,2,7,67,5765,175,914,1344,384,7207,4171,7223,1000,7208,2000,2288,50,984,100,1229,3,13002,1,512,0,512,0,4214,1,0,0,0,0,0,0,0,0
1508,QUVE,キューブ,45,3907,0,323,113,1,562,97,96,55,84,54,55,50,71,60,10,12,0,1,29,5765,150,912,1248,576,7205,3200,7220,5723,601,1000,7154,100,756,10,6247,100,512,0,512,0,512,0,4294,1,0,0,0,0,0,0,0,0
1509,LUDE,ルード,46,2754,0,320,112,2,538,78,90,53,97,38,55,82,69,55,10,12,0,1,29,5781,150,890,960,480,7225,3200,7220,5723,1059,1000,2282,10,757,10,12001,100,6246,300,512,0,512,0,4193,1,0,0,0,0,0,0,0,0
1510,HYLOZOIST,ハイローゾイスト,113,216159,0,40197,21462,1,1968,81,101,68,97,67,72,88,69,60,10,12,0,6,47,5765,155,741,1536,480,7215,4365,7217,5335,7213,2000,740,80,7220,300,757,10,5113,1,512,0,512,0,4321,1,0,0,0,0,0,0,0,0
