//ID,Name,Jname,Composition_Type
4715,INT6,Int + 6,2
4716,INT7,Int + 7,2
4717,INT8,Int + 8,2
4718,INT9,Int + 9,2
4719,INT10,Int + 10,2
4720,DEX1,Dex + 1,2
4721,DEX2,Dex + 2,2
4722,DEX3,Dex + 3,2
4723,DEX4,Dex + 4,2
4724,DEX5,Dex + 5,2
4725,DEX6,Dex + 6,2
4726,DEX7,Dex + 7,2
4730,AGI1,Agi + 1,2
4731,AGI2,Agi + 2,2
4732,AGI3,Agi + 3,2
4733,AGI4,Agi + 4,2
4734,AGI5,Agi + 5,2
4735,AGI6,Agi + 6,2
4736,AGI7,Agi + 7,2
4740,VIT1,Vit + 1,2
4741,VIT2,Vit + 2,2
4742,VIT3,Vit + 3,2
4743,VIT4,Vit + 4,2
4744,VIT5,Vit + 5,2
4745,VIT6,Vit + 6,2
4746,VIT7,Vit + 7,2
4750,LUK1,Luk + 1,2
4751,LUK2,Luk + 2,2
4752,LUK3,Luk + 3,2
4753,LUK4,Luk + 4,2
4754,LUK5,Luk + 5,2
4755,LUK6,Luk + 6,2
4756,LUK7,Luk + 7,2
4760,MATK1,Matk 1,2
4761,MATK2,Matk 2,2
4762,FLEE6,Flee + 6,2
4763,FLEE12,Flee + 12,2
4764,CRI5,Cri + 5,2
4765,CRI7,Cri + 7,2
4766,ATK2,Atk 2,2
4767,ATK3,Atk 3,2
4768,Unknown_Item,Str + 1,2
4769,Unknown_Item,Str + 2,2
4770,Unknown_Item,Str + 3,2
4771,Unknown_Item,Int + 1,2
4772,Unknown_Item,Int + 2,2
4773,Unknown_Item,Int + 3,2
4774,Unknown_Item,Vit + 1,2
4775,Unknown_Item,Vit + 2,2
4776,Unknown_Item,Vit + 3,2
4777,Unknown_Item,Agi + 1,2
4778,Unknown_Item,Agi + 2,2
4779,Unknown_Item,Agi + 3,2
4780,Unknown_Item,Dex + 1,2
4781,Unknown_Item,Dex + 2,2
4782,Unknown_Item,Dex + 3,2
4783,Unknown_Item,Luk + 1,2
4784,Unknown_Item,Luk + 2,2
4785,Unknown_Item,Luk + 3,2
4786,MDEF2,Mdef + 2,2
4787,MDEF4,Mdef + 4,2
4788,MDEF6,Mdef + 6,2
4789,MDEF8,Mdef + 8,2
4790,MDEF10,Mdef + 10,2
4791,DEF3,Def + 3,2
4792,DEF6,Def + 6,2
4793,DEF9,Def + 9,2
4794,DEF12,Def + 12,2
4795,HP100,HP + 100,2
4796,HP200,HP + 200,2
4797,HP300,HP + 300,2
4798,HP400,HP + 400,2
4799,HP500,HP + 500,2
4800,SP50,SP + 50,2
4801,SP100,SP + 100,2
4802,SP150,SP + 150,2
4803,Cure1lv,治癒1,2
4804,Catholic1lv,大聖堂1,2
4805,Archbishop1lv,大司教1,2
4806,MATK3,Matk 3,2
4807,Atk_Speed1,Aspd + 1,2
4808,Fighting_Spirit4,闘志4,2
4809,Fighting_Spirit3,闘志3,2
4810,Fighting_Spirit2,闘志2,2
4811,Fighting_Spirit1,闘志1,2
4812,Spell4,魔力4,2
4813,Spell3,魔力3,2
4814,Spell2,魔力2,2
4815,Spell1,魔力1,2
4816,Sharp3,先鋭3,2
4817,Sharp2,先鋭2,2
4818,Sharp1,先鋭1,2
4819,Atk1,Atk1,2
4820,Fighting_Spirit5,闘志5,2
4821,Fighting_Spirit6,闘志6,2
4822,Fighting_Spirit7,闘志7,2
4823,Fighting_Spirit8,闘志8,2
4824,Fighting_Spirit9,闘志9,2
4825,Fighting_Spirit10,闘志10,2
4826,Spell5,魔力5,2
4827,Spell6,魔力6,2
4828,Spell7,魔力7,2
4829,Spell8,魔力8,2
4830,Spell9,魔力9,2
4831,Spell10,魔力10,2
4832,Expert_Archer1,名弓1,2
4833,Expert_Archer2,名弓2,2
4834,Expert_Archer3,名弓3,2
4835,Expert_Archer4,名弓4,2
4836,Expert_Archer5,名弓5,2
4837,Expert_Archer6,名弓6,2
4838,Expert_Archer7,名弓7,2
4839,Expert_Archer8,名弓8,2
4840,Expert_Archer9,名弓9,2
4841,Expert_Archer10,名弓10,2
4842,Atk_Speed2,Aspd + 2,2
4843,Sharp4,先鋭4,2
4844,Sharp5,先鋭5,2
4845,Sea_Energy,海の力,2
4846,2011val_Angel,愛でいっぱいの石,2
4847,2011val_Devil,魔法がかかった石,2
4848,Immuned1,イミューン1,2
4849,Cranial1,クラニアル1,2
4850,Heal_Amount3,大司教2,2
4851,Heal_Amount4,大司教3,2
4852,Heal_Amount5,大司教4,2
4853,Special_Str,Special Str,2
4854,Special_Agi,Special Agi,2
4855,Special_Vit,Special Vit,2
4856,Special_Int,Special Int,2
4857,Special_Dex,Special Dex,2
4858,Special_Luk,Special Luk,2
4859,Evasion1,Flee + 1,2
4860,Evasion3,Flee + 3,2
4861,MHP1,MaxHP1,2
4862,MHP2,MaxHP2,2
4863,Unknown_Item,致命1,2
4864,Unknown_Item,致命2,2
4865,Unknown_Item,致命3,2
4866,Unknown_Item,致命4,2
4867,MHP3,MaxHP3,2
4868,MHP4,MaxHP4,2
4869,Delayafterattack1lv,攻撃速度1,2
4870,SP25,SP + 25,2
4871,SP75,SP + 75,2
4872,Delayafterattack2lv,攻撃速度2,2
4873,Delayafterattack3lv,攻撃速度3,2
4874,Unknown_Item,春の緑柱石,2
4875,Bears_Power,熊の力,2
4876,Runaway_Magic,暴走した魔力,2
4877,Speed_of_Light,光速,2
4878,Muscle_Fool,鋼鎧,2
4879,Hawkeye,大鷲の眼光,2
4880,Lucky_Day,幸運な日,2
4881,Attack_Delay_4,攻撃速度4,2
4882,ATK1,Atk + 1%,2
4883,MATK1,Matk + 1%,2
4884,HIT1,Hit + 1,2
4890,MDEF1,Mdef + 1,2
4891,MDEF3,Mdef + 3,2
4892,MDEF5,Mdef + 5,2
4893,DEF15,Def + 15,2
4894,ATK4,Atk + 4%,2
4895,ATK5,Atk + 5%,2
4896,MATK2,Matk + 2%,2
4897,MATK3,Matk + 3%,2
4898,MATK4,Matk + 4%,2
4899,MATK5,Matk + 5%,2
4900,MHP5,MaxHP5,2
4901,MDEF7,Mdef + 7,2
4902,DEF18,Def + 18,2
4903,DEF21,Def + 21,2
4908,Darklord_Essence_Force1,魔神の腕力1,1
4909,Darklord_Essence_Force2,魔神の腕力2,1
4910,Darklord_Essence_Force3,魔神の腕力3,1
4911,Darklord_Essence_Intelligence1,魔神の知力1,1
4912,Darklord_Essence_Intelligence2,魔神の知力2,1
4913,Darklord_Essence_Intelligence3,魔神の知力3,1
4914,Darklord_Essence_Speed1,魔神の迅速1,1
4915,Darklord_Essence_Speed2,魔神の迅速2,1
4916,Darklord_Essence_Speed3,魔神の迅速3,1
4917,Darklord_Essence_Vitality1,魔神の体力1,1
4918,Darklord_Essence_Vitality2,魔神の体力2,1
4919,Darklord_Essence_Vitality3,魔神の体力3,1
4920,Darklord_Essence_Concentration1,魔神の集中1,1
4921,Darklord_Essence_Concentration2,魔神の集中2,1
4922,Darklord_Essence_Concentration3,魔神の集中3,1
4923,Darklord_Essence_Luck1,魔神の幸運1,1
4924,Darklord_Essence_Luck2,魔神の幸運2,1
4925,Darklord_Essence_Luck3,魔神の幸運3,1
4933,Neutral_Resistance_Lv1,無属性耐性1,2
4934,Neutral_Resistance_Lv2,無属性耐性2,2
4935,Neutral_Resistance_Lv3,無属性耐性3,2
4942,Parrying_Lv1,完全回避 + 3,2
4943,Parrying_Lv2,完全回避 + 4,2
4944,Parrying_Lv3,完全回避 + 5,2
4945,Economy_Lv1,消費SP - 2%,2
4946,Economy_Lv2,消費SP - 4%,2
4947,Economy_Lv3,消費SP - 6%,2
4949,After_Skill_Delay_Lv2,スキルディレイ - 4%,2
4950,After_Skill_Delay_Lv3,スキルディレイ - 6%,2
4951,Unknown_Item,闇ドロップ,2
4952,Unknown_Item,火ドロップ,2
4953,Unknown_Item,水ドロップ,2
4954,Unknown_Item,木ドロップ,2
4955,Unknown_Item,光ドロップ,2
4956,Unknown_Item,回復ドロップ,2
4957,Unknown_Item,ファミ通の力,2
4958,Unknown_Item,双児宮,2
4959,Unknown_Item,人馬宮,2
4960,Unknown_Item,宝瓶宮,2
4961,Unknown_Item,白羊宮,2
4962,Unknown_Item,巨蟹宮,2
4963,Unknown_Item,金牛宮,2
4964,Unknown_Item,磨羯宮,2
4965,Unknown_Item,双魚宮,2
4966,Unknown_Item,天蝎宮,2
4967,Unknown_Item,獅子宮,2
4968,Unknown_Item,処女宮,2
4969,Unknown_Item,天秤宮,2
4970,Unknown_Item,E-Fire,2
4971,Unknown_Item,E-Water,2
4972,Unknown_Item,E-Ground,2
4973,Unknown_Item,E-Wind,2
4974,Unknown_Item,R-Fire,2
4975,Unknown_Item,R-Water,2
4976,Unknown_Item,R-Ground,2
4977,Unknown_Item,R-Wind,2
4978,Unknown_Item,C-Life,2
4979,Unknown_Item,C-Soul,2
4980,Unknown_Item,C-HPR,2
4981,Unknown_Item,C-SPR,2
4982,Unknown_Item,A-Str,2
4983,Unknown_Item,A-Int,2
4984,Unknown_Item,A-Def,2
4985,Unknown_Item,A-Avoid,2
4986,Unknown_Item,A-Atk,2
4987,Unknown_Item,A-Matk,2
4988,Unknown_Item,A-MaxHP,2
4989,Unknown_Item,A-MaxSP,2
4990,Unknown_Item,A-Frozen,2
4991,Unknown_Item,A-ASPD,2
27000,Unknown_Item,怪奇な装飾ツリーカード,1
27001,Unknown_Item,プレゼント包装担当者カード,0
27002,Unknown_Item,包装されたボックスカード,0
27003,Unknown_Item,工場警備員の魂カード,1
27004,Unknown_Item,プレゼントがない幽霊カード,1
27005,Unknown_Item,包装されなかった人形カード,0
27006,Unknown_Item,捨てられたクマ人形カード,1
27007,Unknown_Item,セリーヌ・キミカード,1
27008,Unknown_Item,魔眼のアムダライスカード,0
27009,Unknown_Item,殺戮の魔眼カード,1
27010,Unknown_Item,怨恨の白の騎士カード,1
27011,Unknown_Item,怨恨のカーリッツバーグカード,0
27021,Unknown_Item,[ECO] ブリキングRX1・アルマカード,1
27022,Unknown_Item,[ECO] サラマンダー・アルマカード,0
27023,Unknown_Item,[ECO] モーモー・アルマカード,0
27024,Unknown_Item,[ECO] ミニー・ドゥ・アルマカード,1
27026,Unknown_Item,フレイムコンドルカード,0
27027,Unknown_Item,フレイムサンドマンカード,0
27028,Unknown_Item,フレイムフリルドラカード,0
27029,Unknown_Item,フレイムゴーレムカード,1
27030,Unknown_Item,フレイムバグカード,0
27031,Unknown_Item,迷宮のバフォメットカード,1
27032,Unknown_Item,迷宮のドラキュラカード,1
27033,Unknown_Item,不滅の呪われた騎士カード,0
27034,Unknown_Item,不滅のウィンドゴーストカード,0
27035,Unknown_Item,S・J・アーネストウルフカード,1
27036,Unknown_Item,パワフルスケルトンカード,1
27037,Unknown_Item,パワフルAスケルトンカード,1
27038,Unknown_Item,パワフルSスケルトンカード,1
27039,Unknown_Item,パワフルアムダライスカード,0
27040,Unknown_Item,ビジョウカード,0
27041,Unknown_Item,不死の軍団カード,0
27042,Unknown_Item,ウォッチャーカード,0
27043,Unknown_Item,タフィーカード,0
27044,Unknown_Item,フローズンウルフカード,0
27045,Unknown_Item,ゾンビガードカード,0
27046,Unknown_Item,ヴァルゴ,0
27047,Unknown_Item,ヴァルゴの欠片,0
27048,Unknown_Item,レオ,0
27049,Unknown_Item,レオの欠片,0
27050,Unknown_Item,スカイプティット&ペノメナカード,0
27051,Unknown_Item,アヌビス&ベアドールカード,0
27052,Unknown_Item,オークウォリアー&ラフレシアカード,0
27053,Unknown_Item,アーノルディ&ビッグフットカード,0
27054,Unknown_Item,カーリッツバーグ&タラフロッグカード,0
27055,Unknown_Item,ソーサラーセリア(MVP)カード,0
27056,Unknown_Item,修羅チェン(MVP)カード,0
27057,Unknown_Item,ミンストレルアルフォシオ(MVP)カード,0
27058,Unknown_Item,ギロチンクロスエレメス(MVP)カード,0
27059,Unknown_Item,アークビショップマーガレッタ(MVP)カード,0
27060,Unknown_Item,レンジャーセシル(MVP)カード,0
27061,Unknown_Item,メカニックハワード(MVP)カード,0
27062,Unknown_Item,ウォーロックカトリーヌ(MVP)カード,0
27063,Unknown_Item,ルーンナイトセイレン(MVP)カード,0
27064,Unknown_Item,ロイヤルガードランデル(MVP)カード,0
27065,Unknown_Item,ジェネティックエミュール(MVP)カード,0
27066,Unknown_Item,シャドウチェイサーガーティー(MVP)カード,0
27067,Unknown_Item,ワンダラートレンティーニ(MVP)カード,0
27068,Unknown_Item,ギロチンクロスエレメスカード,0
27069,Unknown_Item,アークビショップマーガレッタカード,0
27070,Unknown_Item,ウォーロックカトリーヌカード,0
27071,Unknown_Item,レンジャーセシルカード,0
27072,Unknown_Item,メカニックハワードカード,0
27073,Unknown_Item,ルーンナイトセイレンカード,0
27074,Unknown_Item,ロイヤルガードランデルカード,0
27075,Unknown_Item,ジェネティックエミュールカード,0
27076,Unknown_Item,ソーサラーセリアカード,0
27077,Unknown_Item,修羅チェンカード,0
27078,Unknown_Item,シャドウチェイサーガーティーカード,0
27079,Unknown_Item,ワンダラートレンティーニカード,0
27080,Unknown_Item,ミンストレルアルフォシオカード,0
27081,Unknown_Item,怒りの月夜花カード,0
27082,Unknown_Item,怒りの九尾狐カード,0
27083,Unknown_Item,怨恨のボンゴンカード,1
27084,Unknown_Item,怨恨のソヒーカード,0
27085,Unknown_Item,怨恨のムナックカード,0
27086,Unknown_Item,怨恨のAスケルトンカード,1
27087,Unknown_Item,真理の魔法使いカード,0
27088,Unknown_Item,狂乱した冒険者カード,0
27089,Unknown_Item,T W Oカード,0
27090,Unknown_Item,DR815カード,0
27091,Unknown_Item,GC109カード,0
27092,Unknown_Item,チャールストン3号カード,0
27093,Unknown_Item,キックステップカード,0
27094,Unknown_Item,ロックステップカード,0
27095,Unknown_Item,ステップカード,0
27096,Unknown_Item,キックアンドキックカード,0
27097,Unknown_Item,スモッグカード,0
27098,Unknown_Item,修理型ウェルスギアカード,1
27099,Unknown_Item,探査型ウェルスギアカード,1
27100,Unknown_Item,クラップカード,0
27101,Unknown_Item,スウィートナイトメアカード,0
27102,Unknown_Item,マットドレインリアーカード,1
27103,Unknown_Item,安らぎを奪われし者達カード,0
27104,Unknown_Item,怒りのドラキュラカード,0
27105,Unknown_Item,ボミカード,0
27110,Unknown_Item,怒りのゲイズティカード,1
27111,Unknown_Item,怒りのスノウアーカード,0
27112,Unknown_Item,怒りのアイスタイタンカード,0
27113,Unknown_Item,覚醒クトルラナックスカード,0
27127,Unknown_Item,古王グローザカード,0
27128,Unknown_Item,深層の古王グローザカード,0
27129,Unknown_Item,正義のカード,1
27130,Unknown_Item,星のカード,1
27131,Unknown_Item,節制のカード,1
27132,Unknown_Item,戦車のカード,1
27133,Unknown_Item,死神のカード,1
27134,Unknown_Item,隠者のカード,1
27135,Unknown_Item,皇帝のカード,1
27136,Unknown_Item,月のカード,1
27137,Unknown_Item,恋人のカード,1
27138,Unknown_Item,法王のカード,1
27139,Unknown_Item,悪魔のカード,1
27140,Unknown_Item,力のカード,1
27141,Unknown_Item,イーブルカード,0
27142,Unknown_Item,ハートハンターカード,0
27143,Unknown_Item,ヴェノムキメラカード,0
27144,Unknown_Item,マッターキメラカード,0
27145,Unknown_Item,ヒューマノイドキメラカード,0
27146,Unknown_Item,CUTIEカード,1
27155,Unknown_Item,キャンサー,0
27156,Unknown_Item,タウロス,0
27185,Unknown_Item,ラウンドライダーカード,0
27186,Unknown_Item,サイドライダーカード,0
27187,Unknown_Item,ブレードライダーカード,0
27188,Unknown_Item,トップラウンドライダーカード,1
27189,Unknown_Item,トップサイドライダーカード,1
27190,Unknown_Item,コヨーテカード,0
27191,Unknown_Item,ガスターカード,0
27192,Unknown_Item,トップブレードライダーカード,0
27194,Unknown_Item,カニバラウスカード,0
27195,Unknown_Item,プラズマラットカード,0
27204,Unknown_Item,ジェミニ,0
27205,Unknown_Item,サジタリウス,0
27223,Unknown_Item,エッグリンカード,0
27226,Unknown_Item,偵察バジルリスクカード,0
27227,Unknown_Item,突撃バジルリスクカード,0
27228,Unknown_Item,ビッグエッグリンカード,0
27229,Unknown_Item,リーフルナティックカード,0
27230,Unknown_Item,グラスファブルカード,0
27231,Unknown_Item,ワイルドホーネットカード,0
27232,Unknown_Item,スウィートフロッグカード,0
27233,Unknown_Item,ハンターウルフカード,0
27234,Unknown_Item,トランススポアカード,0
27235,Unknown_Item,ジャングルマンドラゴラカード,0
27236,Unknown_Item,フルーツポムスパイダーカード,0
27237,Unknown_Item,女王フェイスワームカード,1
27238,Unknown_Item,フェイスワームカード,0
27239,Unknown_Item,ダークフェイスワームカード,0
27240,Unknown_Item,フェイスワームの卵カード,0
27241,Unknown_Item,フェイスワームの幼虫カード,0
27242,Unknown_Item,大長老アイリンカード,0
27243,Unknown_Item,フェイヨン警備兵&フェイヨン守護兵カード,0
27244,Unknown_Item,ペル&キスミー・ペルカード,0
27245,Unknown_Item,シンギング・ペル&スイング・ペルカード,0
27246,Unknown_Item,ジターバグカード,0
27247,Unknown_Item,fff・ジターバグカード,0
27248,Unknown_Item,サラの幻影カード,0
29042,Unknown_Item,エナジー<守護竜>,2
29043,Unknown_Item,エナジー<戦乙女>,2
29044,Unknown_Item,エナジー<烈風>,2
29045,Unknown_Item,疾風,2
29058,Unknown_Item,龍飛流の幻珠,2
29059,Unknown_Item,万波息笛の幻珠,2
29060,Unknown_Item,宇宙根源の幻珠,2
29127,Unknown_Item,<紅蓮>,2
29128,Unknown_Item,<真鍮>,2
29129,Unknown_Item,<白銀>,2
29130,Unknown_Item,<黄昏>,2
29131,Unknown_Item,<混沌>,2
29132,Unknown_Item,<曙光>,2
29133,Unknown_Item,<恢復>,2
29134,Unknown_Item,覇者の思念,1
29135,Unknown_Item,鋭利1,2
29136,Unknown_Item,鋭利2,2
29137,Unknown_Item,鋭利3,2
29138,Unknown_Item,鋭利4,2
29139,Unknown_Item,鋭利5,2
29140,Unknown_Item,勇者の怒り,2
29141,Unknown_Item,魔羊の咆哮,2
29166,Unknown_Item,A-Tolerance,2
29167,Unknown_Item,A-Hit,2
29168,Unknown_Item,A-Flee,2
29169,Unknown_Item,A-Mdef,2
29170,Unknown_Item,S-Atk,2
29171,Unknown_Item,S-Matk,2
29172,Unknown_Item,S-Avoid,2
29173,Unknown_Item,S-MaxHP,2
29174,Unknown_Item,S-Quick,2
29175,Unknown_Item,S-Cri,2
29176,Unknown_Item,天地,2
29177,Unknown_Item,夢の加護1,2
29178,Unknown_Item,夢の加護2,2
29179,Unknown_Item,夢の加護3,2
29180,Unknown_Item,夢の加護4,2
29181,Unknown_Item,夢の加護5,2
29182,Unknown_Item,リーサルフレーム,2
29183,Unknown_Item,リーサルアンデッド,2
29184,Unknown_Item,リーサルビースト,2
29185,Unknown_Item,リーサルプラント,2
29186,Unknown_Item,リーサルインセクト,2
29187,Unknown_Item,リーサルフィッシュ,2
29188,Unknown_Item,リーサルデーモン,2
29189,Unknown_Item,リーサルヒューマン,2
29190,Unknown_Item,リーサルエンジェル,2
29191,Unknown_Item,リーサルドラゴン,2
29192,Unknown_Item,モータルノーマル,2
29193,Unknown_Item,モータルウォーター,2
29194,Unknown_Item,モータルグラウンド,2
29195,Unknown_Item,モータルフレイム,2
29196,Unknown_Item,モータルウィンド,2
29197,Unknown_Item,モータルポイズン,2
29198,Unknown_Item,モータルセイント,2
29199,Unknown_Item,モータルイービル,2
29200,Unknown_Item,モータルテレキネシス,2
29201,Unknown_Item,モータルアンデッド,2
29202,Unknown_Item,フェイタルスモール,2
29203,Unknown_Item,フェイタルミディアム,2
29204,Unknown_Item,フェイタルラージ,2
29205,Unknown_Item,フェイタルネメシス,2
29206,Unknown_Item,ブルズアイ,2
29207,Unknown_Item,ライフドレイン,2
29212,Unknown_Item,Hit + 3,2
29213,Unknown_Item,Hit + 6,2
29214,Unknown_Item,バーン,2
29215,Unknown_Item,ゲイル,2
29216,Unknown_Item,フラッド,2
29217,Unknown_Item,クレイ,2
29218,Unknown_Item,グラッジ,2
29219,Unknown_Item,ウーア,2
29220,Unknown_Item,ベノム,2
29221,Unknown_Item,デスペリア,2
29222,Unknown_Item,セイクレッド,2
29223,Unknown_Item,水天,2
29230,Unknown_Item,[ECO] タイニー・アルマカード,1
29231,Unknown_Item,エナジー<竜狩>,2
29232,Unknown_Item,エナジー<頑強>,2
29233,Unknown_Item,エナジー<魔導>,2
29234,Unknown_Item,エナジー<致命ノ一撃>,2
29235,Unknown_Item,完全回避 + 1,2
29236,Unknown_Item,完全回避 + 2,2
29237,Unknown_Item,Flee + 5,2
29238,Unknown_Item,Flee + 10,2
29239,Unknown_Item,Hit + 5,2
29240,Unknown_Item,Hit + 10,2
29241,Unknown_Item,Cri + 10,2
29242,Unknown_Item,破壊不可(鎧),2
29243,Unknown_Item,詠唱妨害不可,2
29244,Unknown_Item,プレイヤー耐性1,2
29245,Unknown_Item,プレイヤー耐性2,2
29246,Unknown_Item,プレイヤー耐性3,2
29247,Unknown_Item,プレイヤー耐性4,2
29248,Unknown_Item,プレイヤー耐性5,2
29249,Unknown_Item,安息のニーヴ(体力),2
29250,Unknown_Item,安息のニーヴ(精神),2
29251,Unknown_Item,安息のニーヴ(生命),2
29252,Unknown_Item,安息のニーヴ(知力),2
29253,Unknown_Item,永劫のニーヴ(火),2
29254,Unknown_Item,永劫のニーヴ(水),2
29255,Unknown_Item,永劫のニーヴ(風),2
29256,Unknown_Item,永劫のニーヴ(地),2
29257,Unknown_Item,永劫のニーヴ(闇),2
29258,Unknown_Item,永劫のニーヴ(念),2
29259,Unknown_Item,永劫のニーヴ(毒),2
29260,Unknown_Item,傷のニーヴ(無形),2
29261,Unknown_Item,傷のニーヴ(不死形),2
29262,Unknown_Item,傷のニーヴ(動物形),2
29263,Unknown_Item,傷のニーヴ(植物形),2
29264,Unknown_Item,傷のニーヴ(昆虫形),2
29265,Unknown_Item,傷のニーヴ(魚貝形),2
29266,Unknown_Item,傷のニーヴ(悪魔形),2
29267,Unknown_Item,傷のニーヴ(人間形),2
29268,Unknown_Item,傷のニーヴ(天使形),2
29269,Unknown_Item,傷のニーヴ(竜形),2
29270,Unknown_Item,血のニーヴ(腕力),2
29271,Unknown_Item,血のニーヴ(迅速),2
29272,Unknown_Item,血のニーヴ(体力),2
29273,Unknown_Item,血のニーヴ(知力),2
29274,Unknown_Item,血のニーヴ(集中),2
29275,Unknown_Item,血のニーヴ(幸運),2
29276,Unknown_Item,名誉のニーヴ(迅速),2
29277,Unknown_Item,名誉のニーヴ(集中),2
29278,Unknown_Item,名誉のニーヴ(熟練),2
29279,Unknown_Item,死のニーヴ(腕力),2
29280,Unknown_Item,死のニーヴ(知力),2
29281,Unknown_Item,死のニーヴ(体力),2
29282,Unknown_Item,死のニーヴ(魔防),2
29300,Unknown_Item,獄,2
29363,Unknown_Item,百火,2
29366,Unknown_Item,強撃1,2
29367,Unknown_Item,強撃2,2
29368,Unknown_Item,強撃3,2
29371,Unknown_Item,真理の解放,2
29372,Unknown_Item,固定詠唱時間 - 50%,2
29373,Unknown_Item,スキルディレイ - 15%,2
29374,Unknown_Item,消費SP - 15%,2
29375,Unknown_Item,プレイヤー耐性6,2
29376,Unknown_Item,プレイヤー耐性7,2
29377,Unknown_Item,プレイヤー耐性8,2
29378,Unknown_Item,プレイヤー耐性9,2
29379,Unknown_Item,プレイヤー耐性10,2
29382,Unknown_Item,名誉のニーヴ(命中),2
29383,Unknown_Item,名誉のニーヴ(回避),2
29384,Unknown_Item,名誉のニーヴ(幸運),2
29385,Unknown_Item,死のニーヴ(技巧),2
29386,Unknown_Item,死のニーヴ(幸運),2
31000,Unknown_Item,ルドカード,0
31001,Unknown_Item,ローラカード,1
31002,Unknown_Item,エルヴィラカード,0
31003,Unknown_Item,無慈悲なジオイアカード,0
31004,Unknown_Item,ソヒョンカード,1
31005,Unknown_Item,将軍デヒョンカード,1
31006,Unknown_Item,[LoVA] ハデスカード,0
31007,Unknown_Item,[LoVA] 真化ハデスカード,0
31008,Unknown_Item,[LoVA] ルールーカード,0
31009,Unknown_Item,[LoVA] 真化ルールーカード,0
31010,Unknown_Item,[LoVA] キマカード,0
31011,Unknown_Item,[LoVA] 真化キマカード,0
31012,Unknown_Item,[LoVA] バハムートカード,1
31013,Unknown_Item,[LoVA] 真化バハムートカード,1
31014,Unknown_Item,[LoVA] ラグナロクカード,0
31015,Unknown_Item,[LoVA] 真化ラグナロクカード,0
